lat,lon,start,duration
52.20773587,5.791569138,1.48334E+12,2.2
52.20778165,5.791516209,1.48334E+12,4.9
52.21239743,5.793555164,1.48334E+12,5.1
52.21239743,5.793554687,1.48334E+12,1.8
52.21522794,5.790602112,1.48334E+12,1.2
52.21264157,5.793620014,1.48334E+12,6.2
52.21561322,5.788823986,1.48334E+12,11.5
52.21600613,5.785623455,1.48334E+12,21.3
52.21650204,5.782335186,1.48334E+12,17.8
52.21618161,5.77877512,1.48334E+12,3.7
52.21615872,5.778770351,1.48334E+12,8.4
52.2158154,5.772684002,1.48334E+12,2.4
52.20717511,5.773560429,1.48334E+12,10.4
52.20448575,5.775874043,1.48334E+12,37.2
52.20444379,5.775848293,1.48334E+12,13.2
52.21255002,5.793591404,1.48334E+12,0.4
52.21256528,5.793597603,1.48334E+12,1.8
52.21602902,5.786107922,1.48334E+12,11.3
52.21652112,5.782503986,1.48334E+12,20.301
52.21613583,5.777621651,1.48334E+12,9.8
52.2157887,5.772742176,1.48334E+12,23.101
52.20743832,5.771331692,1.48334E+12,9
52.2072514,5.77325573,1.48334E+12,5.299
52.2065228,5.77516737,1.48334E+12,12.6
52.20650372,5.775170708,1.48334E+12,0.2
52.20229611,5.780879402,1.48334E+12,7.2
52.21252713,5.793561363,1.48334E+12,25.901
52.21516309,5.790375614,1.48334E+12,19.3
52.21546826,5.788862133,1.48334E+12,20.1
52.21589932,5.785855198,1.48334E+12,22.6
52.21651349,5.782304192,1.48334E+12,11.4
52.20650372,5.775211239,1.48334E+12,17.4
52.2044743,5.775908375,1.48334E+12,49.1
52.20445905,5.775871658,1.48334E+12,33.9
52.21142087,5.790939713,1.48334E+12,13.3
52.21290479,5.793047333,1.48334E+12,14.3
52.215453,5.790672207,1.48334E+12,2.5
52.21542249,5.788925552,1.48334E+12,0.9
52.21584592,5.772953892,1.48334E+12,11.9
52.21581158,5.772585773,1.48334E+12,5.2
52.21247754,5.770057106,1.48334E+12,2.1
52.20744595,5.77135458,1.48334E+12,10.5
52.20470319,5.77604332,1.48334E+12,11.4
52.20799146,5.781205559,1.48334E+12,22.701
52.20817456,5.781299019,1.48334E+12,3.1
52.20826993,5.781430626,1.48334E+12,9.3
52.20827374,5.781451607,1.48334E+12,0.9
52.20828519,5.781444454,1.48334E+12,1.1
52.21302686,5.793184662,1.48334E+12,5.4
52.21242413,5.793499851,1.48334E+12,32.701
52.21517453,5.790590668,1.48334E+12,1.1
52.21541867,5.788887882,1.48334E+12,6.4
52.21582303,5.78757658,1.48334E+12,0.2
52.21592221,5.785685921,1.48334E+12,31.199
52.21643719,5.782149696,1.48334E+12,10.7
52.21579251,5.773122215,1.48334E+12,9.601
52.20744214,5.771292114,1.48334E+12,13.3
52.20645413,5.775105381,1.48334E+12,36
52.202216,5.779650593,1.48334E+12,2.201
52.21138272,5.790904427,1.48334E+12,39.1
52.21240506,5.793625736,1.48335E+12,7.601
52.21516309,5.790606403,1.48335E+12,6.6
52.21634183,5.782779598,1.48335E+12,13.4
52.21608624,5.777672195,1.48335E+12,9.8
52.20722852,5.773323917,1.48335E+12,10.4
52.20651898,5.775091553,1.48335E+12,1.1
52.204707,5.776023769,1.48335E+12,45.001
52.20352063,5.777960205,1.48335E+12,14.499
52.2112988,5.790826225,1.48335E+12,11.4
52.21246609,5.793498898,1.48335E+12,26.6
52.21517453,5.789604568,1.48335E+12,24.2
52.21562848,5.788804436,1.48335E+12,43.5
52.21590314,5.785722637,1.48335E+12,49.9
52.21322141,5.771726513,1.48335E+12,9.401
52.2120274,5.770335579,1.48335E+12,10.799
52.20650372,5.775236034,1.48335E+12,10.3
52.20471844,5.776023769,1.48335E+12,30.8
52.20788083,5.786967182,1.48335E+12,7.5
52.21137509,5.790893459,1.48335E+12,13.199
52.2125462,5.793602371,1.48335E+12,16
52.21513638,5.79037466,1.48335E+12,10.7
52.21539578,5.788889313,1.48335E+12,3
52.21649442,5.782631779,1.48335E+12,22.6
52.21650586,5.782207394,1.48335E+12,38
52.21615109,5.777222538,1.48335E+12,6.4
52.21615872,5.777222061,1.48335E+12,1
52.21191296,5.770468616,1.48335E+12,40.701
52.20651517,5.775240326,1.48335E+12,32.2
52.2047337,5.776031876,1.48335E+12,8.1
52.20451627,5.775925064,1.48335E+12,8.301
52.21069989,5.790233994,1.48335E+12,12.6
52.21255765,5.793566608,1.48335E+12,8.1
52.21549878,5.788850689,1.48335E+12,51.6
52.2159985,5.785807514,1.48335E+12,43
52.21588025,5.772858524,1.48335E+12,24.1
52.21321759,5.771697903,1.48335E+12,1.9
52.21186719,5.770488644,1.48335E+12,19.001
52.20652661,5.775211716,1.48335E+12,25
52.20489011,5.776055717,1.48335E+12,14.3
52.20493588,5.776033783,1.48335E+12,8.7
52.20209775,5.7796134,1.48335E+12,30.301
52.20226559,5.7808918,1.48335E+12,3.4
52.2123898,5.793519878,1.48335E+12,2.7
52.21550259,5.788856888,1.48335E+12,19.299
52.2159718,5.785789394,1.48335E+12,11.6
52.21618542,5.777162457,1.48335E+12,11.6
52.21187863,5.770486736,1.48335E+12,10.001
52.20746121,5.771288776,1.48335E+12,22.301
52.20651898,5.775204086,1.48335E+12,23.701
52.20468793,5.776017094,1.48335E+12,11.8
52.20352826,5.77804985,1.48335E+12,1.3
52.21143231,5.790954494,1.48335E+12,17.3
52.21285901,5.792914295,1.48335E+12,4.3
52.21296201,5.793200874,1.48335E+12,22.601
52.21226392,5.793764973,1.48335E+12,12.5
52.21256146,5.79358902,1.48335E+12,27.4
52.21513257,5.790387058,1.48335E+12,20.401
52.21536145,5.789052868,1.48335E+12,2.7
52.21647534,5.782322311,1.48335E+12,10
52.2157887,5.772449875,1.48335E+12,2.201
52.21325955,5.771748924,1.48335E+12,4.2
52.21192822,5.770437622,1.48335E+12,16.5
52.20772443,5.772189045,1.48336E+12,2.2
52.207198,5.773375416,1.48336E+12,1.497
52.20653043,5.775211239,1.48336E+12,23.7
52.20450864,5.775946522,1.48336E+12,7
52.21137128,5.790898228,1.48336E+12,15.9
52.21140942,5.790891552,1.48336E+12,0.4
52.21258435,5.793597126,1.48336E+12,8.801
52.21512494,5.79037323,1.48336E+12,8.6
52.21622357,5.777214909,1.48336E+12,0.7
52.21582303,5.772808456,1.48336E+12,8.5
52.21579633,5.772783184,1.48336E+12,18.799
52.20763669,5.771323109,1.48336E+12,12.1
52.20645032,5.775306129,1.48336E+12,18.401
52.20278058,5.778829479,1.48336E+12,7.6
52.21137891,5.790892506,1.48336E+12,16.7
52.21229825,5.793692017,1.48336E+12,13.4
52.21230206,5.793685818,1.48336E+12,27
52.21255383,5.793587112,1.48336E+12,21
52.21511349,5.790400887,1.48336E+12,14.1
52.21546063,5.788854504,1.48336E+12,31.7
52.21650204,5.782526398,1.48336E+12,15.7
52.21613583,5.777304077,1.48336E+12,12.2
52.21575436,5.772756481,1.48336E+12,17
52.20497784,5.775653267,1.48336E+12,1.9
52.20654187,5.77525034,1.48336E+12,12.5
52.20225797,5.780901814,1.48336E+12,30.7
52.2114552,5.790966892,1.48336E+12,11.1
52.21243176,5.793536568,1.48336E+12,4.5
52.21510968,5.790397549,1.48336E+12,5.7
52.21589169,5.787210846,1.48336E+12,8.501
52.21640286,5.782703304,1.48336E+12,13.4
52.2161282,5.777735615,1.48336E+12,0.1
52.21613583,5.777719402,1.48336E+12,0.1
52.21577344,5.772840405,1.48336E+12,32.6
52.21182904,5.770526791,1.48336E+12,21.2
52.20761761,5.772395039,1.48336E+12,7.1
52.20723996,5.773256207,1.48336E+12,20.7
52.20651898,5.775207901,1.48336E+12,14.2
52.2064465,5.775425339,1.48336E+12,0.2
52.21143994,5.790941143,1.48336E+12,25.2
52.21230206,5.793635273,1.48336E+12,4.5
52.21234402,5.793580437,1.48336E+12,25
52.21561322,5.788800144,1.48336E+12,53.401
52.21589932,5.787213707,1.48336E+12,8.3
52.21642194,5.782479668,1.48336E+12,18.3
52.21615109,5.777393246,1.48336E+12,17.7
52.21616254,5.777374649,1.48336E+12,0.4
52.21321759,5.771727943,1.48336E+12,10.1
52.20727429,5.77338686,1.48336E+12,25.4
52.20653424,5.775276089,1.48336E+12,31.401
52.2064198,5.775196934,1.48336E+12,0.8
52.20472226,5.776039028,1.48336E+12,32.9
52.20468411,5.776029968,1.48336E+12,0.203
52.21139035,5.790918732,1.48336E+12,35.298
52.21136746,5.790954494,1.48336E+12,0.8
52.21230588,5.793623829,1.48336E+12,19.6
52.21550259,5.790829563,1.48336E+12,21.9
52.2151936,5.790617371,1.48336E+12,14.8
52.21559796,5.788838768,1.48336E+12,31.1
52.21587643,5.78720417,1.48336E+12,10.2
52.21588406,5.785818481,1.48336E+12,37.901
52.21647534,5.782321358,1.48336E+12,35.7
52.21614728,5.777319336,1.48336E+12,20.8
52.21578488,5.772710705,1.48336E+12,25.401
52.21322903,5.771706009,1.48336E+12,9.3
52.21186719,5.770462894,1.48336E+12,19.401
52.21185193,5.770456696,1.48336E+12,0.1
52.20744214,5.771308804,1.48336E+12,14.6
52.2072514,5.773270512,1.48336E+12,9.5
52.20656476,5.775166416,1.48336E+12,14.499
52.20653806,5.775218391,1.48336E+12,0.699
52.20209012,5.779567623,1.48336E+12,1.3
52.20207104,5.779673004,1.48336E+12,13.201
52.2022923,5.780850792,1.48336E+12,2.2
52.21237073,5.793544197,1.48337E+12,10.7
52.21554837,5.788831615,1.48337E+12,40.3
52.20577893,5.785050297,1.48337E+12,11.4
52.21583066,5.787155533,1.48337E+12,10.6
52.21576962,5.78713932,1.48337E+12,0.4
52.21590695,5.785599613,1.48337E+12,46.4
52.21650967,5.782099628,1.48337E+12,10
52.21582684,5.772732162,1.48337E+12,38.3
52.21192441,5.770371342,1.48337E+12,30
52.21190533,5.770411396,1.48337E+12,0.7
52.20740399,5.771288776,1.48337E+12,12.105
52.20652661,5.775172615,1.48337E+12,14.5
52.2047337,5.776060009,1.48337E+12,14.499
